"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Production (metric tonnes)","Barley","Metric tonnes","214","units","0","v114995720","1.19.6","8143897","","","","0"
"1991","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","0","","","","0"
"1992","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","73200","","","","0"
"1993","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","130800","","","","0"
"1994","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","170700","","","","0"
"1995","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","203100","","","","0"
"1996","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","133000","","","","0"
"1997","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","168000","","","","0"
"1998","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","185100","","","","0"
"1999","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","284500","","","","0"
"2000","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","261400","","","","0"
"2001","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","289200","","","","0"
"2002","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","406800","","","","0"
"2003","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","344300","","","","0"
"2004","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","218100","","","","0"
"2005","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","307600","","","","0"
"2006","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","372400","","","","0"
"2007","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","276700","","","","0"
"2008","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","265500","","","","0"
"2009","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","225000","","","","0"
"2010","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","253500","","","","0"
"2011","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","162500","","","","0"
"2012","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","274400","","","","0"
"2013","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","205900","","","","0"
"2014","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","273200","","","","0"
"2015","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","243300","","","","0"
"2016","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","244300","","","","0"
"2017","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","322400","","","","0"
"2018","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","341100","","","","0"
"2019","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","316800","","","","0"
"2020","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","489500","","","","0"
"2021","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","363573","","","","0"
"2022","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","312994","","","","0"
"2023","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","339315","","","","0"
"2024","Canada","2021A000011124","Production (metric tonnes)","Beans, all dry (white and coloured)","Metric tonnes","214","units","0","v114995721","1.19.39","424141","","","","0"
"1991","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1992","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1993","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1994","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1995","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1996","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1997","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1998","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1999","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2000","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2001","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2002","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","800","","","t","0"
"2003","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","500","","","t","0"
"2004","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","700","","","t","0"
"2005","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","0","","","t","0"
"2006","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","0","","","t","0"
"2007","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","100","","","t","0"
"2008","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2009","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2010","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2011","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2012","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2013","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2014","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2015","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2016","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2017","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2018","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"2020","Canada","2021A000011124","Production (metric tonnes)","Borage seed","Metric tonnes","214","units","0","v114995724","1.19.37","","..","","t","0"
"1991","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","23300","","","","0"
"1992","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","10750","","","","0"
"1993","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","7500","","","","0"
"1994","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","12400","","","","0"
"1995","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","21200","","","","0"
"1996","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","22200","","","","0"
"1997","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","16500","","","","0"
"1998","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","14800","","","","0"
"1999","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","12500","","","","0"
"2000","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","13600","","","","0"
"2001","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","16300","","","","0"
"2002","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","12200","","","","0"
"2003","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","9900","","","","0"
"2004","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","1500","","","","0"
"2005","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","4600","","","","0"
"2006","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","7400","","","","0"
"2007","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","4600","","","","0"
"2008","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2009","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2010","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2011","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2012","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2013","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2014","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2015","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2016","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","..","","","0"
"2017","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","5400","","","","0"
"2018","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","15000","","","","0"
"2019","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","18000","","","","0"
"2020","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","8900","","","","0"
"2021","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","9151","","","","0"
"2022","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","10829","","","","0"
"2023","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","","F","","","0"
"2024","Canada","2021A000011124","Production (metric tonnes)","Buckwheat","Metric tonnes","214","units","0","v114995725","1.19.12","16497","","","","0"
"1991","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","100300","","","","0"
"1992","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","124100","","","","0"
"1993","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","127800","","","","0"
"1994","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","240400","","","","0"
"1995","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","154600","","","","0"
"1996","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","284600","","","","0"
"1997","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","115000","","","","0"
"1998","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","235300","","","","0"
"1999","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","166000","","","","0"
"2000","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","170800","","","","0"
"2001","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","113900","","","","0"
"2002","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","177500","","","","0"
"2003","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","234600","","","","0"
"2004","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","300500","","","","0"
"2005","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","227200","","","","0"
"2006","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","133100","","","","0"
"2007","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","162500","","","","0"
"2008","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","195000","","","","0"
"2009","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","197400","","","","0"
"2010","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","153500","","","","0"
"2011","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","128600","","","","0"
"2012","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","149700","","","","0"
"2013","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","131000","","","","0"
"2014","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","134900","","","","0"
"2015","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","148600","","","","0"
"2016","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","140300","","","","0"
"2017","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","145000","","","","0"
"2018","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","157600","","","","0"
"2019","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","175000","","","","0"
"2020","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","224700","","","","0"
"2021","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","127238","","","","0"
"2022","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","159306","","","","0"
"2023","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","112210","","","","0"
"2024","Canada","2021A000011124","Production (metric tonnes)","Canary seed","Metric tonnes","214","units","0","v114995726","1.19.33","185253","","","","0"
"1991","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","4224200","","","","0"
"1992","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","3872400","","","","0"
"1993","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","5524900","","","","0"
"1994","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","7232500","","","","0"
"1995","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","6434200","","","","0"
"1996","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","5062300","","","","0"
"1997","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","6393100","","","","0"
"1998","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","7643300","","","","0"
"1999","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","8798300","","","","0"
"2000","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","7205300","","","","0"
"2001","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","5017100","","","","0"
"2002","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","4520500","","","","0"
"2003","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","6771200","","","","0"
"2004","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","7673600","","","","0"
"2005","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","9483300","","","","0"
"2006","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","9000300","","","","0"
"2007","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","9611100","","","","0"
"2008","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","12644900","","","","0"
"2009","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","12898100","","","","0"
"2010","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","12788600","","","","0"
"2011","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","14608100","","","","0"
"2012","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","13868500","","","","0"
"2013","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","18551000","","","","0"
"2014","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","16410100","","","","0"
"2015","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","18376500","","","","0"
"2016","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","19599200","","","","0"
"2017","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","21458100","","","","0"
"2018","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","20723500","","","","0"
"2019","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","19912300","","","","0"
"2020","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","19484700","","","","0"
"2021","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","14248281","","r","","0"
"2022","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","18849801","","r","","0"
"2023","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","19191655","","r","","0"
"2024","Canada","2021A000011124","Production (metric tonnes)","Canola (rapeseed)","Metric tonnes","214","units","0","v114995727","1.19.16","17844515","","","","0"
"1991","Canada","2021A000011124","Production (metric tonnes)","Caraway seed","Metric tonnes","214","units","0","v114995728","1.19.35","","..","","t","0"
"1992","Canada","2021A000011124","Production (metric tonnes)","Caraway seed","Metric tonnes","214","units","0","v114995728","1.19.35","","..","","t","0"
