"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","4142600","","","","0"
"2006","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","3689900","","","","0"
"2007","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","4364400","","","","0"
"2008","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","3762300","","","","0"
"2009","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","3499800","","","","0"
"2010","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2798500","","","","0"
"2011","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2666400","","","","0"
"2012","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","3014800","","","","0"
"2013","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2913200","","","","0"
"2014","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2417100","","","","0"
"2015","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2699300","","","","0"
"2016","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2701800","","","","0"
"2017","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2333500","","","","0"
"2018","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2627700","","","","0"
"2019","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2995700","","","","0"
"2020","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","3059900","","","","0"
"2021","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","3367877","","","","0"
"2022","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2850900","","","","0"
"2023","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2966600","","r","","0"
"2024","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","2592300","","","","0"
"1991","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","90277","","","","0"
"1992","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","73000","","","","0"
"1993","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","86400","","","","0"
"1994","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","83600","","","","0"
"1995","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","104900","","","","0"
"1996","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","85704","","","","0"
"1997","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","91800","","","","0"
"1998","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","93900","","","","0"
"1999","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","149900","","","","0"
"2000","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","165000","","","","0"
"2001","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","179300","","","","0"
"2002","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","225000","","","","0"
"2003","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","161700","","","","0"
"2004","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","157700","","","","0"
"2005","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","187100","","","","0"
"2006","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","178400","","","","0"
"2007","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","153400","","","","0"
"2008","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","128500","","","","0"
"2009","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","121800","","","","0"
"2010","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","134000","","","","0"
"2011","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","80100","","","","0"
"2012","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","123500","","","","0"
"2013","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","85000","","","","0"
"2014","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","123400","","","","0"
"2015","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","105200","","","","0"
"2016","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","122000","","","","0"
"2017","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","134700","","","","0"
"2018","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","143000","","","","0"
"2019","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","160000","","","","0"
"2020","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","184900","","","","0"
"2021","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","171509","","","","0"
"2022","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","120400","","","","0"
"2023","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","129100","","","","0"
"2024","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","162900","","","","0"
"1991","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1992","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1993","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1994","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1995","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1996","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1997","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1998","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1999","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2000","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2001","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2002","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","2000","","","t","0"
"2003","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","2000","","","t","0"
"2004","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","4000","","","t","0"
"2005","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","0","","","t","0"
"2006","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","0","","","t","0"
"2007","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","800","","","t","0"
"2008","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2009","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2010","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2011","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2012","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2013","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2014","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2015","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2016","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2017","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2018","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"2020","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1991","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","21805","","","","0"
"1992","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","24600","","","","0"
"1993","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","11800","","","","0"
"1994","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","11300","","","","0"
"1995","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","17100","","","","0"
"1996","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","17775","","","","0"
"1997","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","15800","","","","0"
"1998","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","14700","","","","0"
"1999","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","13900","","","","0"
"2000","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","15900","","","","0"
"2001","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","15900","","","","0"
"2002","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","12100","","","","0"
"2003","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","9300","","","","0"
"2004","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","6100","","","","0"
"2005","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","4000","","","","0"
"2006","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","7200","","","","0"
"2007","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","4000","","","","0"
"2008","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2009","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2010","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2011","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2012","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2013","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2014","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2015","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2016","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","","..","","","0"
"2017","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","6500","","","","0"
"2018","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","13900","","","","0"
"2019","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","16000","","","","0"
"2020","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","11000","","","","0"
"2021","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","8916","","","","0"
"2022","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","12400","","","","0"
"2023","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","15800","","","","0"
"2024","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","16600","","","","0"
"1991","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","95166","","","","0"
"1992","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","94300","","","","0"
"1993","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","126300","","","","0"
"1994","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","204300","","","","0"
"1995","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","147600","","","","0"
"1996","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","248800","","","","0"
"1997","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","113300","","","","0"
"1998","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","210400","","","","0"
"1999","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","149800","","","","0"
"2000","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","165900","","","","0"
"2001","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","170000","","","","0"
"2002","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","279200","","","","0"
"2003","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","259000","","","","0"
"2004","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","347900","","","","0"
"2005","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","184200","","","","0"
"2006","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","135600","","","","0"
"2007","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","178100","","","","0"
"2008","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","165800","","","","0"
"2009","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","149800","","","","0"
"2010","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","159800","","","","0"
"2011","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","111300","","","","0"
"2012","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","135600","","","","0"
"2013","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","85000","","","","0"
"2014","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","115700","","","","0"
"2015","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","131500","","","","0"
"2016","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","105200","","","","0"
"2017","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","103100","","","","0"
"2018","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","109100","","","","0"
"2019","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","117700","","","","0"
"2020","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","135200","","","","0"
"2021","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","122146","","","","0"
"2022","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","117800","","","","0"
"2023","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","103600","","","","0"
"2024","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","117700","","","","0"
"1991","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","3140525","","","","0"
"1992","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","3235500","","","","0"
"1993","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","4172300","","","","0"
"1994","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","5797100","","","","0"
"1995","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","5344000","","","","0"
"1996","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","3540311","","","","0"
"1997","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","4905900","","","","0"
"1998","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","5477400","","","","0"
"1999","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","5598700","","","","0"
"2000","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","4937000","","","","0"
"2001","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","3826800","","","","0"
"2002","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","3876800","","","","0"
"2003","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","4735700","","","","0"
"2004","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","5218200","","","","0"
"2005","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","5369900","","","","0"
"2006","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","5283300","","","","0"
"2007","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","6382200","","","","0"
"2008","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","6541100","","","","0"
"2009","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","6689300","","","","0"
"2010","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","7116800","","","","0"
"2011","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","7684700","","","","0"
"2012","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8974400","","","","0"
"2013","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8274100","","","","0"
"2014","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8457900","","","","0"
"2015","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8411300","","","","0"
"2016","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8410900","","","","0"
"2017","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","9313400","","","","0"
"2018","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","9232200","","","","0"
"2019","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8571700","","","","0"
"2020","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8410400","","","","0"
"2021","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","9012449","","","","0"
"2022","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8658600","","","","0"
"2023","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8938100","","r","","0"
"2024","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","8907500","","","","0"
"1991","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1992","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1993","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1994","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1995","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1996","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1997","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1998","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1999","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"2000","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"2001","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","7300","","","t","0"
